COMUNA,DC,ZC_LOC,adulto_mayor,gse_vulnerable,material_precario,hacinamiento,hogares
3304,1,9,56,22,0,3,111
3304,1,11,76,31,0,3,101
3304,1,17,20,7,1,1,754
3304,1,25,3,6,8,4,17
3304,1,29,4,0,0,0,11
3304,1,30,0,0,0,0,1
3304,1,901,41,14,1,3,234
3304,2,2,7,12,3,3,152
3304,2,3,0,0,0,0,2
3304,2,5,99,55,15,6,196
3304,2,7,63,38,7,6,648
3304,2,14,18,9,0,2,20
3304,2,16,8,10,1,3,47
3304,2,19,0,5,1,0,8
3304,2,20,1,3,0,0,24
3304,2,22,3,5,0,0,8
3304,2,26,0,0,0,0,2
3304,2,27,0,0,0,0,1
3304,2,901,13,18,12,5,121
3304,99,999,32,18,1,9,100
4101,1,1,488,62,1,12,525
4101,2,1,808,191,11,57,1136
4101,2,2,822,298,6,56,952
4101,2,3,786,208,1,32,923
4101,2,4,1205,472,8,97,1557
4101,2,5,410,51,5,25,632
4101,3,1,352,48,0,42,2743
4101,3,2,548,61,1,27,1524
4101,3,3,391,43,0,40,2163
4101,4,1,186,10,2,17,1854
4101,4,2,180,9,0,22,1836
4101,4,3,967,89,0,28,2130
4101,4,4,1212,115,7,32,1458
4101,4,5,99,15,0,7,1028
4101,4,6,177,9,0,7,1005
4101,5,1,529,53,0,4,533
4101,5,2,1000,138,3,27,1094
4101,5,3,1166,157,0,30,1277
4101,5,4,854,166,1,47,992
4101,5,5,1297,166,1,42,2088
4101,5,6,838,15,0,9,1541
4101,5,7,419,27,0,3,1155
4101,5,8,717,47,0,15,1391
4101,5,9,449,28,0,14,1498
4101,5,10,620,51,0,18,1477
4101,5,11,296,14,0,18,1255
4101,6,1,973,182,4,54,1658
4101,6,2,467,65,1,25,1031
4101,6,3,448,72,1,27,1522
4101,6,4,597,119,2,65,2281
4101,6,5,26,1,0,0,88
4101,6,6,49,12,0,5,76
4101,6,24,118,81,0,23,172
4101,6,30,8,7,3,1,18
4101,6,49,35,5,0,0,46
4101,6,901,56,26,3,3,93
4101,7,1,215,145,0,20,360
4101,7,2,84,11,0,1,133
4101,7,27,91,32,1,18,276
4101,7,29,28,20,4,9,58
4101,7,51,45,6,0,1,100
4101,7,53,5,6,0,1,29
4101,7,54,21,19,0,0,82
4101,8,11,100,71,1,5,172
4101,8,18,90,24,0,7,212
4101,8,21,132,94,0,16,340
4101,8,22,5,1,0,0,5
4101,8,23,149,69,0,10,354
4101,8,29,34,14,0,7,108
4101,8,43,123,99,4,19,263
4101,8,51,9,1,0,2,12
4101,8,52,14,6,0,2,26
4101,8,901,15,4,0,1,50
4101,9,1,212,177,2,35,418
4101,9,3,158,47,4,12,338
4101,9,9,27,23,2,7,56
4101,9,34,197,76,3,21,331
4101,9,38,68,51,0,10,117
4101,9,39,17,14,0,0,25
4101,9,901,15,9,0,1,34
4101,10,3,19,3,0,0,28
4101,10,13,232,165,0,24,389
4101,10,15,74,26,3,7,209
4101,10,20,391,210,3,59,914
4101,10,32,9,7,0,1,34
4101,10,35,17,15,3,4,78
4101,10,41,13,7,0,0,17
4101,10,901,7,3,1,0,65
4101,11,10,26,19,0,3,71
4101,12,10,25,15,0,2,98
4101,12,901,28,15,1,1,42
4101,13,25,173,155,6,28,316
4101,13,32,130,120,3,19,285
4101,13,46,4,4,1,0,14
4101,13,48,7,3,2,0,14
4101,13,50,0,0,0,0,1
4101,13,55,11,3,0,1,18
4101,13,901,11,9,0,0,30
4101,14,1,766,323,7,83,920
4101,14,2,786,310,5,60,864
4101,14,3,806,170,1,60,1909
4101,14,4,975,287,5,58,1388
4101,14,5,407,107,0,59,2669
4101,14,6,257,160,0,45,777
4101,14,8,35,28,1,2,101
4101,14,12,32,22,0,3,47
4101,14,14,149,31,2,12,465
4101,14,19,58,39,2,7,114
4101,14,26,0,0,0,0,2
4101,14,30,28,24,0,6,68
4101,14,33,6,5,0,3,16
4101,14,36,53,18,1,7,213
4101,14,40,18,12,0,3,29
4101,14,56,58,1,0,1,373
4101,14,57,3,0,0,0,11
4101,14,901,75,24,0,5,176
4101,15,1,948,98,1,45,2003
4101,15,2,532,54,1,14,670
4101,15,3,655,39,0,11,819
4101,15,4,1022,88,0,12,1038
4101,15,5,402,18,1,18,1129
4101,15,6,603,64,0,25,1501
4101,16,1,700,287,0,89,1854
4101,16,2,910,445,10,81,1061
4101,16,3,717,371,13,89,856
4101,16,4,768,510,8,143,1510
4101,16,5,567,390,0,97,1477
4101,16,6,416,330,1,109,1457
4101,16,7,691,502,4,136,1640
4101,16,8,409,278,0,83,1353
4101,16,9,250,219,1,103,1400
4101,16,10,386,391,2,167,1406
4101,16,30,20,17,0,4,56
4101,17,1,694,273,6,67,796
4101,17,2,686,216,25,71,1095
4101,17,3,1115,607,8,176,1494
4101,17,4,1073,291,15,78,1474
4101,17,5,661,222,2,64,1483
4101,17,30,7,16,0,11,47
4101,99,999,186,47,3,9,232
4102,1,1,1118,592,28,223,1851
4102,1,2,598,234,10,82,777
4102,2,1,861,532,17,184,1374
4102,2,2,520,190,0,53,641
4102,2,3,589,211,6,57,704
4102,2,4,1004,524,23,127,1244
4102,2,5,602,197,2,49,794
4102,2,6,578,387,11,138,1004
4102,3,1,643,89,5,26,804
4102,3,2,1213,134,7,40,1187
4102,3,3,741,74,0,23,786
4102,3,4,577,175,2,50,1447
4102,4,1,395,135,3,33,969
4102,4,2,482,170,2,56,756
4102,5,1,868,98,0,30,3910
4102,5,2,453,173,1,82,2031
4102,5,3,666,43,2,16,1788
4102,5,4,3,1,1,2,24
4102,5,5,1193,146,2,26,1731
4102,5,6,556,238,1,58,1473
4102,5,7,413,155,1,43,1554
4102,5,8,451,34,0,14,1196
4102,6,1,919,424,4,80,1239
4102,6,2,977,363,1,109,2435
4102,6,3,25,3,0,6,97
4102,6,4,652,111,1,50,1503
4102,6,5,414,75,0,48,2924
4102,6,6,392,96,0,69,1787
4102,6,9,46,24,0,8,138
4102,6,14,21,23,3,4,52
4102,6,24,760,529,17,101,1556
4102,6,901,21,6,0,3,38
4102,7,2,159,109,3,16,305
4102,7,5,17,16,2,2,30
4102,7,11,47,14,0,3,108
4102,7,15,14,8,0,1,17
4102,7,21,14,14,9,8,71
4102,7,23,67,96,0,14,183
4102,7,24,276,312,4,61,624
4102,8,1,646,64,1,22,1295
4102,8,2,493,138,7,41,1186
4102,8,4,69,19,0,5,201
4102,8,6,0,0,0,0,2
4102,8,7,13,6,2,1,61
4102,8,16,8,6,0,0,17
4102,8,20,3,1,0,1,446
4102,8,32,57,24,1,9,202
4102,8,901,9,9,1,1,214
4102,9,1,351,117,3,35,484
4102,9,2,779,261,7,61,931
4102,9,3,930,292,3,56,926
4102,9,4,687,306,6,77,799
4102,9,5,1018,336,3,67,1261
4102,9,6,876,190,2,49,1136
4102,9,7,775,310,2,90,1931
4102,9,8,437,167,1,89,2217
4102,9,26,11,4,0,0,19
4102,10,1,307,190,8,37,666
4102,10,3,28,10,2,0,48
4102,10,10,0,0,0,0,1
4102,10,901,6,4,1,0,24
4102,11,6,18,9,0,0,30
4102,11,17,203,83,3,18,396
4102,11,25,75,19,0,6,126
4102,11,29,346,183,5,19,733
4102,11,901,11,2,0,0,11
4102,12,18,73,90,2,15,191
4102,13,1,22,12,0,3,22
4102,14,12,90,61,0,11,213
4102,15,1,216,39,2,16,861
4102,15,2,804,567,3,161,1732
4102,15,12,20,7,0,0,27
4102,15,30,30,12,1,3,93
4102,16,1,424,196,5,51,1890
4102,16,12,0,0,0,0,1
4102,16,13,84,14,1,8,1171
4102,16,901,3,2,0,0,46
4102,17,1,1038,272,3,49,2030
4102,17,2,769,292,3,70,1438
4102,17,3,835,444,6,125,1394
4102,17,4,760,358,7,87,965
4102,17,5,457,495,9,183,2152
4102,17,6,293,261,2,87,1103
4102,17,7,829,379,7,84,966
4102,18,1,750,102,2,23,1034
4102,18,2,1226,139,0,30,1549
4102,18,3,1146,154,1,42,1649
4102,18,4,890,254,2,84,1454
4102,18,5,805,150,4,47,1613
4102,18,6,997,292,5,77,2784
4102,18,7,725,500,0,177,2837
4102,18,8,681,105,2,25,2036
4102,18,9,376,171,9,76,1008
4102,99,999,336,114,12,32,565
4103,1,1,1052,678,6,103,1954
4103,1,2,1077,639,16,105,1832
4103,1,3,4,3,0,0,8
4103,1,8,3,3,0,1,9
4103,1,9,3,5,1,1,7
4103,1,11,3,3,0,1,12
4103,1,14,15,9,0,2,36
4103,1,18,14,12,0,3,29
4103,1,19,0,0,0,0,4
4103,1,20,0,0,0,0,1
4103,1,901,29,28,1,4,50
4103,2,7,0,0,0,0,6
4103,3,5,139,92,3,15,332
4103,3,13,29,12,2,4,60
4103,3,901,13,12,0,0,25
4103,4,4,52,41,0,3,105
4103,4,6,10,10,1,1,15
4103,99,999,4,1,0,0,6
4104,1,1,212,186,10,29,536
4104,1,13,17,6,0,1,35
4104,2,2,132,132,2,21,410
4104,2,6,19,12,0,1,47
4104,2,26,7,3,1,0,6
4104,2,30,0,0,0,0,2
4104,2,901,8,2,1,0,14
4104,3,11,0,0,0,0,1
4104,3,14,9,10,2,3,20
4104,3,901,9,5,2,0,13
4104,4,3,95,79,0,6,384
4104,4,9,6,4,1,1,8
4104,4,10,0,0,0,0,1
4104,4,28,11,11,0,3,76
4104,4,901,8,3,1,1,20
4104,5,4,41,20,4,9,121
4104,5,17,123,52,0,3,253
4104,5,23,74,59,0,12,195
4104,6,4,0,0,0,0,3
4104,6,12,3,0,0,0,0
4104,6,901,11,4,1,0,35
4104,7,5,10,6,1,1,17
4104,7,15,2,0,0,0,0
4104,7,18,22,23,4,5,63
4104,7,20,0,0,0,0,1
4104,7,25,4,1,1,0,4
4104,7,901,19,5,4,3,25
4104,8,22,65,69,2,13,181
4104,9,1,7,5,0,0,17
4104,9,12,54,50,0,6,136
4104,99,999,13,8,0,1,19
4105,1,3,13,6,0,1,25
4105,1,10,261,156,3,15,514
4105,2,12,77,50,1,4,139
4105,2,901,11,2,0,0,20
4105,3,10,66,50,4,6,150
4105,4,13,34,25,0,3,92
4105,5,2,61,26,0,6,166
4105,5,4,17,38,0,6,74
4105,5,9,51,26,3,6,114
4105,6,1,43,28,1,3,132
4105,6,4,2,3,0,0,7
4105,6,6,147,117,4,15,356
4105,7,8,6,2,0,1,17
4105,7,11,13,8,0,2,30
4105,7,901,217,91,3,21,414
4105,8,7,66,35,0,4,94
4105,99,999,1,2,0,0,4
4106,1,1,699,413,1,84,1457
4106,1,2,572,258,1,71,1166
4106,1,11,0,0,0,0,1
4106,1,25,11,1,0,2,11
4106,1,32,0,3,2,1,6
4106,1,901,3,2,0,0,6
4106,2,1,284,252,2,84,988
4106,2,2,1092,350,6,58,1330
4106,3,1,490,384,12,69,873
4106,3,11,0,0,0,0,14
4106,3,14,40,11,1,0,47
4106,3,16,70,44,0,6,103
4106,3,31,0,0,0,0,5
4106,3,36,30,15,0,3,51
4106,3,39,4,3,0,0,6
4106,3,901,6,4,0,0,29
4106,4,12,18,9,1,2,45
4106,4,14,167,74,3,15,392
4106,4,44,5,5,1,1,14
4106,5,1,108,84,2,15,186
4106,5,12,23,22,0,5,52
4106,5,28,37,22,1,7,85
4106,5,41,454,301,4,44,724
4106,6,20,9,5,1,0,27
4106,6,22,259,160,8,26,358
4106,6,26,3,1,0,0,9
4106,6,29,109,62,2,10,157
4106,6,41,34,28,0,5,61
4106,6,50,0,0,0,0,1
4106,6,56,11,10,0,2,19
4106,7,2,2,0,0,0,9
4106,7,10,8,4,0,0,16
4106,7,45,2,0,0,0,7
4106,7,901,57,60,1,14,114
4106,8,17,36,33,0,14,90
4106,8,18,3,3,0,0,10
4106,8,27,106,80,0,15,189
4106,8,42,73,22,1,11,178
4106,8,47,0,0,0,0,10
4106,8,49,0,0,0,0,4
4106,8,51,0,0,0,0,5
4106,8,53,0,0,0,0,1
4106,8,901,30,20,2,0,46
4106,9,19,87,23,0,9,220
4106,10,1,183,161,1,25,363
4106,10,30,0,0,0,0,1
4106,10,33,0,0,0,0,6
4106,10,37,99,84,6,8,167
4106,10,40,0,0,0,0,2
4106,10,52,9,3,0,0,6
4106,10,54,2,3,0,0,5
4106,10,55,28,17,0,2,37
4106,10,901,12,10,1,3,22
4106,11,6,0,0,0,0,4
4106,11,9,0,0,0,0,3
4106,11,23,78,59,1,11,125
4106,11,901,14,10,1,1,55
4106,12,7,0,0,0,0,1
4106,12,57,3,3,0,2,11
4106,12,58,196,187,2,26,448
4106,12,901,16,9,1,1,27
4106,13,3,108,77,1,14,217
4106,13,13,9,5,1,0,20
4106,13,48,1,0,0,0,1
4106,15,4,1,0,0,0,0
4106,15,5,3,0,0,0,1
4106,15,24,37,23,4,4,64
4106,15,38,12,0,0,1,0
4106,15,901,12,5,3,1,23
4106,99,999,1,1,0,1,2
4201,1,1,915,471,3,88,1392
4201,1,2,581,291,6,52,893
4201,1,14,2,3,0,0,7
4201,1,24,52,39,0,4,78
4201,1,27,11,8,2,2,19
4201,2,1,752,387,0,64,1064
4201,2,2,973,205,8,43,1434
4201,2,3,598,257,1,44,939
4201,2,13,1,0,0,0,10
4201,2,20,18,13,0,0,26
4201,3,901,27,16,0,2,36
4201,4,11,86,68,0,11,153
4201,5,3,19,11,1,1,20
4201,5,7,0,0,0,0,2
4201,5,9,24,18,0,2,34
4201,5,31,14,18,0,0,43
4201,5,32,9,10,0,1,17
4201,5,901,19,12,0,0,34
4201,6,2,115,133,0,16,262
4201,6,6,191,104,0,13,263
4201,6,18,116,95,1,9,187
4201,6,22,131,45,0,4,189
4201,6,25,40,24,0,2,72
4201,6,901,13,7,0,1,26
4201,7,26,149,121,0,12,251
4201,7,29,164,122,1,22,279
4201,7,36,110,88,0,7,194
4201,8,5,160,142,0,12,275
4201,8,8,74,54,0,3,128
4201,8,23,199,147,0,24,382
4201,8,30,114,64,0,4,157
4201,9,1,653,581,1,145,2004
4201,9,4,49,19,0,5,167
4201,9,10,203,102,2,10,314
4201,9,16,123,77,1,12,293
4201,10,12,112,67,0,5,161
4201,11,1,11,9,0,0,15
4201,11,7,8,9,0,0,12
4201,11,28,19,18,2,0,43
4201,11,901,5,4,0,1,15
4201,12,18,4,2,0,0,8
4201,12,21,50,35,0,1,55
4201,12,35,128,119,0,11,191
4201,99,999,60,39,1,7,141
4202,1,4,46,33,2,2,61
4202,1,8,11,3,0,1,8
4202,1,16,7,7,0,0,21
4202,1,18,4,5,0,0,7
4202,1,21,14,7,0,0,21
4202,1,22,12,10,0,0,20
4202,1,25,83,64,0,4,172
4202,1,27,0,0,0,0,1
4202,1,901,18,1,0,0,25
4202,2,9,5,9,0,2,29
4202,2,38,13,19,0,6,37
4202,3,26,85,58,2,5,158
4202,3,33,138,98,0,7,265
4202,3,901,8,3,0,0,9
4202,4,17,265,169,1,26,575
4202,4,901,28,12,1,1,123
4202,5,2,0,0,0,0,2
4202,5,6,27,19,0,0,34
4202,5,10,26,15,0,1,29
4202,5,24,6,4,0,1,8
4202,5,32,14,11,0,1,25
4202,5,37,28,20,0,0,90
4202,5,901,18,4,0,0,24
4202,6,5,34,21,0,3,44
4202,6,10,44,42,1,8,64
4202,6,34,17,18,0,0,67
4202,6,901,6,4,0,0,8
4202,7,10,191,130,2,16,253
4202,8,10,72,36,0,2,94
4202,9,9,76,57,0,14,112
4202,9,30,4,6,1,0,7
4202,10,9,148,97,3,6,217
4202,10,31,10,9,0,2,18
4202,11,1,101,66,0,8,156
4202,11,9,200,174,3,23,394
4202,11,10,83,89,0,10,277
4202,11,11,60,46,0,7,118
4202,12,1,465,320,0,48,982
4202,12,10,128,116,1,10,282
4202,12,12,42,26,0,4,51
4202,12,13,4,3,0,0,7
4202,12,28,34,24,0,4,45
4202,13,3,51,35,0,1,69
4202,13,4,17,12,0,1,25
4202,13,14,4,3,0,2,7
4202,13,15,15,9,0,1,19
4202,13,23,24,29,0,3,46
4202,13,35,2,6,2,2,9
4202,13,901,7,9,0,2,15
4202,14,8,14,9,0,0,15
4202,14,19,19,13,1,0,26
4202,14,39,0,0,0,0,2
4202,14,901,40,27,1,1,76
4202,99,999,22,13,1,1,21
4203,1,1,557,266,4,71,1468
4203,1,2,488,180,1,30,1212
4203,1,3,609,573,0,115,1868
4203,1,4,1094,485,1,79,2210
4203,1,8,3,5,0,1,14
4203,1,26,13,7,2,2,37
4203,1,27,5,1,0,0,6
4203,1,901,10,6,0,0,13
4203,2,4,29,21,1,0,58
4203,2,22,5,0,0,0,0
4203,2,901,12,8,0,0,52
4203,3,3,203,131,0,12,370
4203,3,13,16,3,0,0,9
4203,3,20,0,0,0,0,2
4203,3,30,22,15,0,2,34
4203,3,901,7,6,0,1,21
4203,4,9,19,13,1,3,28
4203,4,12,24,20,0,1,33
4203,4,23,9,5,0,0,16
4203,4,31,21,27,0,1,53
4203,4,34,36,34,0,2,87
4203,5,5,10,13,0,4,15
4203,5,16,37,66,1,8,108
4203,5,23,76,59,1,4,164
4203,6,7,20,21,0,2,40
4203,6,10,14,9,0,0,20
4203,6,14,5,2,0,0,16
4203,6,15,160,89,0,3,230
4203,6,19,5,3,0,1,27
4203,6,23,93,74,0,8,188
4203,6,901,14,4,0,1,21
4203,7,1,363,193,1,25,1966
4203,7,2,479,247,3,22,1712
4203,7,19,3,4,0,2,10
4203,7,24,15,9,0,1,26
4203,7,25,27,36,0,5,70
4203,7,28,4,5,0,0,17
4203,7,29,28,16,1,1,236
4203,7,32,48,29,0,1,174
4203,7,35,76,18,0,2,427
4203,7,901,19,28,0,2,50
4203,8,6,9,12,0,0,46
4203,99,999,30,19,0,3,83
4204,1,1,1051,426,16,76,1616
4204,1,2,981,424,5,69,1383
4204,1,3,445,356,1,79,1395
4204,1,27,25,13,1,3,52
4204,2,1,162,93,1,17,308
4204,2,4,44,13,0,2,45
4204,2,9,3,5,0,0,18
4204,3,9,2,3,0,0,7
4204,3,12,32,11,1,2,48
4204,3,15,56,27,0,5,77
4204,4,1,102,64,0,13,166
4204,4,9,35,32,0,2,67
4204,4,15,89,55,0,3,137
4204,4,16,29,20,2,1,41
4204,4,20,22,14,0,3,30
4204,4,23,20,18,1,1,37
4204,5,9,39,27,4,2,54
4204,5,11,51,21,1,3,56
4204,5,16,7,5,0,1,13
4204,5,19,25,15,1,1,30
4204,6,28,150,104,1,3,213
4204,7,17,78,64,0,6,146
4204,7,29,30,12,1,2,50
4204,8,21,88,66,1,9,176
4204,9,1,287,234,1,18,658
4204,9,5,33,16,4,3,55
4204,10,10,232,206,9,28,441
4204,10,22,91,0,0,2,0
4204,11,2,109,97,1,8,211
4204,11,31,193,157,0,12,309
4204,12,7,115,98,0,4,185
4204,12,25,45,53,0,5,94
4204,13,26,154,170,1,9,296
4204,14,1,294,237,4,26,496
4204,14,3,102,101,0,12,195
4204,14,14,125,88,1,12,239
4204,15,8,55,26,0,2,95
4204,15,30,203,157,3,25,324
4204,16,6,195,119,0,15,237
4204,17,13,66,63,1,7,137
4204,17,18,82,50,0,6,95
4204,17,24,158,145,2,9,261
4204,99,999,59,39,1,8,119
4301,1,1,995,343,2,57,1106
4301,1,2,982,428,23,63,1401
4301,1,3,588,136,3,32,776
4301,1,4,830,422,1,99,1529
4301,1,5,673,311,1,63,1610
4301,1,6,653,476,1,123,1795
4301,1,7,675,472,7,104,2079
4301,1,8,237,185,1,65,1017
4301,1,9,7,4,0,0,9
4301,1,123,0,0,0,0,2
4301,2,1,708,120,10,31,918
4301,2,2,1158,357,2,67,1794
4301,2,3,396,227,0,63,2070
4301,2,50,39,5,1,2,47
4301,2,72,6,0,0,1,16
4301,2,106,3,4,4,1,15
4301,3,1,1029,481,5,82,1301
4301,3,2,713,288,0,47,888
4301,3,3,651,292,5,74,1151
4301,3,4,521,119,2,25,651
4301,3,5,587,150,3,24,766
4301,3,6,740,303,0,48,1194
4301,3,90,15,11,0,2,22
4301,4,1,687,521,5,115,1509
4301,4,40,269,239,5,28,545
4301,4,67,12,10,1,2,27
4301,4,69,30,14,0,3,41
4301,4,79,224,118,7,17,400
4301,4,94,148,103,2,22,294
4301,4,115,51,52,2,12,112
4301,5,1,247,173,0,35,333
4301,5,70,6,3,0,0,8
4301,5,78,163,110,2,15,271
4301,5,90,7,9,0,5,19
4301,5,122,100,86,2,16,162
4301,6,54,230,193,5,42,529
4301,7,1,860,654,2,160,1563
4301,7,2,522,406,0,62,1593
4301,7,3,881,477,13,96,1262
4301,7,49,10,2,0,0,10
4301,7,54,3,2,0,3,9
4301,7,100,3,4,0,1,13
4301,7,113,6,7,0,0,21
4301,8,1,17,9,2,2,21
4301,8,31,118,96,2,20,194
4301,8,49,4,2,0,0,12
4301,8,74,61,34,1,3,80
4301,8,75,3,1,0,0,11
4301,8,123,7,10,0,3,14
4301,9,41,20,14,0,1,43
4301,9,105,113,79,1,16,209
4301,10,26,79,36,1,4,113
4301,10,41,5,11,1,2,13
4301,11,30,30,19,0,2,36
4301,11,901,6,3,0,1,5
4301,12,1,0,0,0,0,1
4301,12,26,4,1,0,1,11
4301,12,92,21,20,0,5,59
4301,12,901,19,22,1,0,48
4301,13,3,41,36,3,3,79
4301,13,51,6,1,0,0,10
4301,13,58,7,4,0,0,12
4301,13,108,11,7,0,0,19
4301,13,901,16,5,2,0,26
4301,14,1,337,199,1,50,594
4301,14,2,33,8,0,5,293
4301,14,24,41,28,1,2,85
4301,14,51,11,6,0,0,22
4301,14,63,22,17,0,7,43
4301,14,123,11,3,0,0,16
4301,15,19,118,91,1,16,244
4301,15,108,31,20,0,5,53
4301,15,124,54,37,1,5,96
4301,15,901,6,2,0,1,8
4301,16,1,821,587,6,114,1316
4301,16,19,24,22,0,6,52
4301,16,48,0,0,0,2,9
4301,16,104,24,27,0,2,52
4301,16,116,107,80,4,11,183
4301,17,11,107,94,0,18,249
4301,18,62,84,52,0,10,126
4301,18,64,7,3,0,1,10
4301,18,111,74,51,3,12,151
4301,19,53,6,11,2,0,17
4301,19,70,50,49,0,12,79
4301,19,73,181,143,1,26,295
4301,20,77,74,49,0,3,107
4301,21,12,312,284,2,49,632
4301,21,13,0,0,0,0,5
4301,21,14,0,0,0,0,1
4301,21,71,0,0,0,0,5
4301,21,83,76,95,0,14,228
4301,21,103,51,29,0,3,86
4301,21,109,0,0,0,0,2
4301,21,112,73,85,0,9,188
4301,21,901,19,18,0,2,70
4301,22,2,20,22,0,4,58
4301,22,13,45,38,1,3,98
4301,22,37,68,60,1,9,163
4301,22,77,19,16,0,1,32
4301,22,99,0,0,0,0,1
4301,23,13,18,17,0,4,60
4301,23,18,18,15,0,1,26
4301,23,34,10,13,0,2,25
4301,23,37,4,3,0,0,17
4301,23,39,13,10,0,2,27
4301,23,44,46,50,0,6,105
4301,23,45,0,0,0,0,1
4301,23,46,3,2,0,0,8
4301,23,61,0,0,0,0,8
4301,23,98,0,0,0,0,1
4301,23,101,0,0,0,0,1
4301,23,901,9,20,1,2,50
4301,24,55,0,0,0,0,1
4301,24,57,7,7,1,1,12
4301,24,91,0,0,0,0,2
4301,24,96,0,0,0,0,3
4301,24,103,0,0,0,0,1
4301,24,120,4,8,0,0,11
4301,24,901,10,12,0,1,26
4301,25,29,0,0,0,0,1
4301,26,5,0,1,0,0,4
4301,26,10,91,63,1,6,178
4301,26,17,103,57,1,4,150
4301,26,22,18,16,1,0,39
4301,26,23,39,32,2,1,58
4301,26,42,42,35,0,3,75
4301,26,47,6,1,0,0,8
4301,26,76,3,5,0,0,10
4301,26,80,0,4,0,0,4
4301,26,95,89,52,0,5,179
4301,26,110,167,122,0,25,271
4301,26,114,16,9,0,2,19
4301,26,117,131,117,5,24,238
4301,27,5,302,234,1,34,565
4301,27,88,24,23,0,1,41
4301,27,89,6,11,0,1,20
4301,28,27,105,89,1,7,221
4301,28,901,18,15,0,2,32
4301,29,15,32,23,1,1,70
4301,29,20,34,17,1,3,63
4301,29,21,10,6,0,2,17
4301,29,25,27,15,0,2,32
4301,29,32,24,13,0,1,28
4301,29,33,21,12,1,1,22
4301,29,35,11,8,1,0,15
4301,29,36,33,11,0,0,52
4301,29,901,5,1,0,0,25
4301,30,16,29,26,0,3,45
4301,30,28,26,35,0,7,70
4301,30,52,9,9,0,1,20
4301,30,85,53,45,1,2,113
4301,30,87,0,0,0,0,1
4301,30,901,24,10,0,1,50
4301,31,28,55,35,1,2,117
4301,31,38,48,36,0,1,94
4301,31,119,7,10,0,1,48
4301,31,121,10,10,0,2,78
4301,31,901,2,4,0,0,4
4301,32,15,12,8,0,0,16
4301,32,56,9,5,0,1,16
4301,32,82,20,24,1,1,63
4301,32,86,5,0,1,0,9
4301,33,15,93,81,1,18,246
4301,33,17,54,27,0,5,93
4301,33,22,5,4,0,0,5
4301,33,42,36,43,0,4,125
4301,33,43,9,6,1,0,6
4301,33,901,17,11,0,0,29
4301,99,999,256,121,3,17,406
4302,1,1,421,225,4,35,755
4302,1,5,22,18,2,3,45
4302,1,14,17,17,0,1,30
4302,1,15,14,10,0,1,14
4302,1,17,25,9,0,0,36
4302,1,28,30,27,0,1,53
4302,1,34,65,48,0,6,116
4302,2,1,964,590,8,87,1834
4302,2,6,0,0,0,0,1
4302,2,11,14,7,2,2,21
4302,2,16,20,8,0,0,11
4302,2,901,14,9,0,1,25
4302,3,11,0,0,0,0,2
4302,3,16,87,53,3,4,124
4302,3,901,9,8,0,1,16
4302,4,16,294,231,2,19,521
4302,4,33,8,6,1,2,11
4302,5,16,171,153,1,4,326
4302,6,8,7,5,0,1,14
4302,6,16,32,33,0,3,74
4302,6,30,126,113,1,4,275
4302,6,901,9,8,0,0,17
4302,7,3,230,167,5,26,388
4302,7,14,194,172,1,12,350
4302,7,16,65,49,2,6,156
4302,7,22,11,7,0,0,12
4302,7,35,18,23,0,1,39
4302,7,901,7,5,0,0,12
4302,8,3,10,2,1,0,16
4302,8,13,36,25,4,2,39
4302,8,14,16,8,0,1,25
4302,8,26,57,39,2,5,62
4302,8,29,5,0,0,1,31
4302,9,7,31,35,0,5,61
4302,9,36,26,0,0,0,0
4302,9,901,28,23,0,5,36
4302,10,2,12,6,0,1,9
4302,10,7,13,8,0,2,20
4302,10,10,17,9,1,1,18
4302,10,12,45,36,0,3,62
4302,10,24,34,28,1,4,58
4302,10,901,4,1,0,0,12
4302,11,21,300,233,5,27,527
4302,12,8,123,103,0,14,305
4302,12,9,7,8,0,3,12
4302,12,21,42,34,0,2,115
4302,12,901,3,4,0,0,9
4302,13,18,9,5,0,1,17
4302,13,23,24,26,0,1,44
4302,14,16,6,8,0,0,11
4302,14,19,25,19,2,3,30
4302,14,21,85,53,1,1,105
4302,14,31,5,6,0,0,12
4302,15,34,4,8,0,1,15
4302,99,999,35,21,0,1,51
4303,1,1,552,588,1,135,1422
4303,1,2,452,258,7,47,731
4303,1,3,5,2,0,0,4
4303,1,36,43,36,4,7,97
4303,1,58,78,72,1,17,162
4303,1,78,13,11,0,0,30
4303,2,1,23,24,0,3,47
4303,2,6,2,8,0,1,18
4303,2,48,33,30,0,3,61
4303,2,58,50,53,0,7,133
4303,2,64,79,73,0,11,149
4303,2,85,3,2,0,1,7
4303,2,901,34,21,0,3,38
4303,3,3,24,23,4,1,37
4303,4,6,109,105,2,15,203
4303,4,60,57,45,2,7,123
4303,4,69,28,19,0,4,45
4303,5,45,22,24,0,2,30
4303,5,60,12,9,0,2,20
4303,5,70,50,35,0,6,104
4303,5,87,233,161,2,20,424
4303,6,53,21,20,0,3,31
4303,6,66,53,42,0,2,90
4303,6,71,23,10,0,1,45
4303,6,73,24,20,0,2,50
4303,6,94,29,15,0,3,39
4303,6,901,11,12,1,3,32
4303,7,51,40,22,0,3,50
4303,7,52,74,52,1,8,160
4303,7,80,4,3,0,0,8
4303,7,81,19,19,0,2,40
4303,7,901,13,6,1,2,13
4303,8,39,0,0,0,0,1
